Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
5558,Group,Tetlin Office Woodlot site 3,AK,63.323421,-143.038651,,Google Maps,498,Auto-USGS-WebService,Rural,Forest or woodland,50 ft,10 mi,100 m2,"Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat",,,,1,,0,1,,,,,,2011-04-26
5561,Group,Pump Station site 2,AK,63.361561,-143.212173,,Google Maps,506,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,50 ft,8 mi,100 ft2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,West,,,,0,,,,,,,2011-04-26
5576,Personal,summer harbor,ME,44.418877,-68.106331,,Google Maps,23,Auto-USGS-WebService,Rural,"Grassland, meadow or tundra",100 ft,0.25 mi,0.25 ac,,,,,,,,0,,,,,,,2011-04-29
5582,Personal,My yard,ME,45.195858,-70.45369,,Google Maps,360,Auto-USGS-WebService,Rural,Forest or woodland,20 ft,150 ft,2 ac,,,,,,,,0,,,,,,Yard and surrounding forest,2011-05-02
5583,Personal,Flagstaff Lake,ME,45.196041,-70.459015,,Google Maps,349,Auto-USGS-WebService,Rural,,20 ft,1 ft,15 ac,,,,,,,,0,,,,,,Lake both north and south of this point.,2011-05-02
5596,Personal,6acres- Field area ,ME,46.709736,-67.904266,,Google Maps,216,Auto-USGS-WebService,Rural,Other (please describe in comments box),250 ft,,6 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",On the top of the slope or on a ridge,West,,,,1,1,,1,1,,"6 acres - Lawn, field with scattered trees,on a hill, which slopes down sharply. At the edge of my property line, old overgrown farmland with shrubs and then woods. Site is common for my area.",2011-05-03
5604,Personal,Front Yard Ocean Shore ,ME,44.395542,-68.019897,,Google Maps,11,Auto-USGS-WebService,Other (please describe in comments box),"Beach, dune, salt flat, open desert or barren land (with sparse vegetation)",1500 ft,10 ft,1000 sqyd,"Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat",,,,1,,0,1,,1,,,"Seaside single home 500 feet from nearest neighbor and 1500 feet from seafood processing facility. Directly open to occean winds from northest, east and southeast, severe at times.",2011-05-04
5605,Personal,Back yard ,ME,44.395542,-68.019897,,Google Maps,11,Auto-USGS-WebService,Other (please describe in comments box),Forest or woodland,1300 ft,200 ft,1 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,1,,1,1,,,,,"Single oceanside home.  Nearest neighbor 500 feet away and a seafood processing facility 1000 feet away. Fairly oipen to easterly winds right off the ocean, occasionally severe.",2011-05-04
5679,Group,Murie Ranch 3,WY,43.650448,-110.729599,,Google Maps,1961,Auto-USGS-WebService,,,,,,,,,,,,,0,,,,,,,2011-05-17
5758,Personal,University of South Florida Botanical Gardens,FL,28.057789,-82.424065,,Google Maps,12,Auto-USGS-WebService,Urban,Other (please describe in comments box),300 ft,200 ft,10 ac,,,,,,,,0,,,,,,"This is a botanical garden with many un-manicured areas.  The data collection sites include native forested wetland, sandhill upland and oak hammock.",2011-06-02
5821,Personal,Button Bush Trail,MA,41.837933,-69.971687,WGS84,Google Maps,6,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,50 ft,100 ft,3 ac,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",On the top of the slope or on a ridge,Northwest,,,,0,,,,,,,2011-06-14
5872,Personal,home,MD,39.088543,-76.549004,,Google Maps,10,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,South,1,1,,1,,,,,,,2011-06-24
5934,Personal,Home,FL,28.039858,-82.718468,,Google Maps,25,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,300 ft,0.3 ac,,,,,,,,0,,,,,,"Yard vegetation in suburban neighborhood.  Native habitat was sandhill before development; water table generally 6' below ground.  Site is sporadically irrigated for now, with goal of reducing supplemental irrigation.",2011-07-01
5951,Personal,Cedar Bog Lake Highland 1,MN,45.407852,-93.199257,User,User,275,Auto-USGS-WebService,,,,,,,,,,,,,,,,,,,,2011-04-19
5979,Group,CPP-LAVO-DEVA1,CA,40.516739,-121.466057,,User,1965,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,15 ft,1 mi,8000 ft2,,,,,,,,1,,1,,,,"ON THE NORTH SIDE OF THE DEVASTATED AREA INTERPRETIVE HIKE, ADJACENT TO THE PARKING LOT AND ON THE EAST SIDE OF PARK HWY 89",2011-07-19
6242,Personal,Rachel Carson National Wildlife Refuge:  Headquarters,ME,43.348259,-70.546036,,Google Maps,1,Auto-USGS-WebService,Wildlands or semi-wildlands,Other (please describe in comments box),1 ft,1 ft,100 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,1,1,1,1,,,"Rachel Carson National Wildlife Refuge was established in 1966 in cooperation with the State of Maine to protect valuable salt marshes and estuaries for migratory birds. Located along 50 miles of coastline in York and Cumberland counties, the refuge consists of eleven divisions between Kittery and Cape Elizabeth. It will contain approximately 14,600 acres when land acquisition is complete. The proximity of the refuge to the coast and its location between the eastern deciduous forest and the boreal forest creates a composition of plants and animals not found elsewhere in Maine. Major habitat types present on the refuge include forested upland, barrier beach/dune, coastal meadows, tidal salt marsh, and the distinctive rocky coast. ",2011-10-16
6244,Personal,NHS - door #41,ME,43.305977,-70.782112,,Google Maps,60,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,0.5 mi,120 sqyd,,,,,,,,1,,,,,,,2011-10-18
6311,Personal,Pioneer Creek,ID,45.101624,-114.851257,WGS84,Google Maps,1188,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,37 mi,20 ft,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northeast,,,,0,,,,,,Marker approximates center of Pioneer Creek transect.,2011-12-05
6326,Personal,my home,ME,44.999458,-67.422913,WGS84,Google Maps,113,Auto-USGS-WebService,Rural,Forest or woodland,35 ft,150 ft,6.5 ac,,,,,,,,-1,,,,,,,2011-12-11
6339,Personal,Matthews-McCurdy,GA,34.054062,-83.123123,WGS84,Google Maps,192,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,0.25 mi,3 ac,,,,,,,,-1,,,,,,House and house site ca 1905; house site is 3 acres; 68 acre property is less than50 acres wooded,2011-12-19
6362,Group,Saratoga Battlefield,NY,43.012966,-73.649918,WGS84,Google Maps,108,Auto-USGS-WebService,Rural,"Shrubland, shrub thicket or shrubby field (with few tall trees)",15 ft,18 ft,,,,,,,,,-1,,,,,,"Site is linear, 1/2 mile in length and 25 meters wide.  It runs along the park tour road and was set this way to avoid the ticks and encourage local participants.",2012-01-03
6377,Group,Mid-Atlantic Regional Office - ATC,PA,40.150265,-77.12635,WGS84,Google Maps,146,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2012-01-11
6472,Personal,White Cedar Swamp Trail,MA,41.909195,-69.980156,WGS84,Google Maps,0,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2012-02-14
6481,Personal,back yard,MA,42.456135,-72.344215,WGS84,Google Maps,253,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",40 yd,10 yd,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,West,,,,-1,,,,,,"Mostly lawn, some meadow, garden, surrounded by trees. West side is about 15 yards from a 19 acre beaver pond.",2012-02-15
6504,Personal,yard,ME,45.403885,-68.432541,WGS84,Google Maps,103,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",170 ft,175 yd,1 ac,,,,,,,,-1,,,,,,,2012-02-21
6543,Personal,Jensen-Olson Arboretum,AK,58.480236,-134.783279,WGS84,Google Maps,13,Auto-USGS-WebService,Wildlands or semi-wildlands,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 yd,50 yd,15 ac,,,,,,,,-1,,,,,,,2012-02-28
6567,Personal,front yard,MS,30.703899,-89.6661,User,User,27,Auto-USGS-WebService,Rural,Forest or woodland,5 yd,10 yd,15 ac,,,,,,,,-1,,,,,,,2012-03-02
6577,Personal,University Cemetery,TN,35.204197,-85.916077,WGS84,Google Maps,581,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",200 ft,200 ft,2.5 ac,,,,,,,,-1,,,,,,,2012-03-05
6579,Personal,Michigan house,MI,43.078892,-85.627914,WGS84,Google Maps,240,Auto-USGS-WebService,Rural,Forest or woodland,200 yd,0.5 mi,2.6 ac,,,,,,,,-1,,,,,,House surrounded by small grassy area surrounded by larger wooded area.,2012-03-05
6583,Personal,Red Maple Swamp Trail,MA,41.820026,-69.96463,WGS84,Google Maps,10,Auto-USGS-WebService,Rural,Forest or woodland,,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2012-03-06
6585,Personal,High Head ORV Road,MA,42.059361,-70.114075,WGS84,Google Maps,0,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2012-03-06
6586,Personal,Herring Cove Beach - South,MA,42.042439,-70.214272,WGS84,Google Maps,0,Auto-USGS-WebService,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2012-03-06
6592,Personal,Oliver's Woods,OK,35.222569,-97.439476,WGS84,Google Maps,356,Auto-USGS-WebService,Urban,Other (please describe in comments box),,,,,,,,,,,-1,,,,,,,2012-03-06
6603,Personal,The Village School,MA,42.673504,-72.185913,WGS84,Google Maps,315,Google Elevation Service,,,,,,A mixture of evergreen and deciduous trees,,,,,,,-1,,,,,,,2012-03-08
6605,Personal,driveway,WI,46.622097,-90.803307,WGS84,Google Maps,188,Auto-USGS-WebService,Rural,Forest or woodland,200 yd,75 yd,1 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,1,1,,,1,,,2012-03-08
6618,Personal,Driveway Yard,NC,35.992809,-77.890724,WGS84,Google Maps,40,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",40 ft,0.3 mi,1 ac,,,,,,,,-1,,,,,,,2012-03-10
6629,Personal,Conclave Practice Area,TN,35.203251,-85.916466,WGS84,Google Maps,573,Auto-USGS-WebService,Suburban,Forest or woodland,250 yd,15 yd,2 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,East,1,1,Deer,0,,,,,,This area is a description of our riparian forest interior site behind Snowden and the Conclave practice area.  It is composed of a mixed hardwood forest with few eastern white pines in the mix.  The understory is very open because of the deer population eats everything within their browse level. ,2012-03-12
6630,Personal,Elliott Hall ,TN,35.200981,-85.921654,WGS84,Google Maps,586,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",8 ft,30 yd,1 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,1,Deer,1,1,1,,,,"This site is within the Elliott Hall lawn consisting of very old and mature trees.  These trees are apart of the landscape and are the dominant trees in the area, having full sunlight within their canopies.",2012-03-12
6692,Personal,Primrose,WI,42.864422,-89.674751,WGS84,Google Maps,290,Auto-USGS-WebService,Rural,,50 ft,0.5 mi,50 ac,,,,,,,,-1,,,,,,There is a maintained gravel driveway approx. 0.25 miles from paved road.,2012-03-17
6696,Personal,Home,NC,35.804813,-81.399803,WGS84,Google Maps,344,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,0,1,1,,1,,,2012-03-17
6701,Personal,Home,TN,36.03521,-83.950249,WGS84,Google Maps,345,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",60 ft,100 yd,0.3 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,South,,,,1,1,1,,1,butterfly garden,"Lower portion of yard is mostly shaded in the summer by oaks and maples.  Upper portion is mostly sunny.  A hummingbird feeder is maintained in the Spring through Fall, and seed feeders are maintained November through March.  There are two small butterfly gardens, one in the upper and one in the lower portion of the yard.  There is a small birdbath in the lower portion of the yard.",2012-03-18
8148,Personal,Habitat - front circle,MA,42.403027,-71.1847,WGS84,Google Maps,80,Auto-USGS-WebService,Suburban,Forest or woodland,300 yd,700 yd,12 ac,,,,,,,,-1,,,,,,This is the area of Habitat from the parking lot to the greenhouse,2012-03-21
8168,Personal,Home,AK,61.575928,-149.355698,WGS84,Google Maps,112,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2012-03-25
8170,Personal,1A,ME,44.608673,-68.874466,WGS84,Google Maps,8,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),1 ft,1 mi,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,,,,,-1,,,,,,,2012-03-26
8174,Group,Sam's Gap (NC),NC,35.952339,-82.559731,User,User,1180,User,Wildlands or semi-wildlands,Forest or woodland,300 ft,0.5 mi,0.1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,South,,,,-1,,,,,,Appalachian Trail.  Trail North from Sam's Gap.  Uphill side of chain-link gate in forest.,2012-03-26
8179,Personal,Harvard Forest,MA,42.531517,-72.189224,WGS84,Google Maps,330,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",20 ft,50 yd,5 ac,,,,,,,,-1,,,,,,,2012-03-27
8182,Group,GRSM-PKnob-trees,NC,35.586998,-83.074631,WGS84,Google Maps,1507,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,300 yd,2 mi,1 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,East,,,,0,,,,,,20 trees of representative species followed through the year.,2012-03-27
8183,Personal,PUSHAW LAKE,ME,44.931046,-68.788292,WGS84,Google Maps,34,Auto-USGS-WebService,Rural,Other (please describe in comments box),100 ft,20 ft,120 ac,,,,,,,,-1,,,,,,Pushaw Lake,2012-03-27
8184,Personal,MUD POND,ME,44.945835,-68.779884,WGS84,Google Maps,38,Auto-USGS-WebService,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),80 ft,100 yd,60 ac,,,,,,,,-1,,,,,,,2012-03-27
8186,Personal,Bridge over the Stream,NH,43.713066,-72.282486,WGS84,Google Maps,128,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,There are a few maple trees next to a bridge over a stream in &quot;pine park&quot; near the golf course.,2012-03-27
8195,Personal,Storrs Hill,NH,43.634319,-72.249023,WGS84,Google Maps,168,Auto-USGS-WebService,Rural,Forested wetland (such as swamp or mangrove),600 yd,30 yd,315 ft2,,,,,,,,-1,,,,,,Near a very rural ski area: Storrs Hill Ski Area,2012-03-29
8197,Personal,BB,NH,43.726032,-72.142914,WGS84,Google Maps,544,Auto-USGS-WebService,Suburban,Forest or woodland,,,,,,,,,,,-1,,,,,,,2012-03-29
8198,Personal,BEMA woods,NH,43.7066,-72.2845,WGS84,Google Maps,172,Auto-USGS-WebService,Suburban,Forest or woodland,100 yd,1 mi,600 sqyd,,,,,,,,-1,,,,,,,2012-03-29
8200,Personal,SS- Sugar Bush,NH,43.733154,-72.253166,WGS84,Google Maps,131,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2012-03-29
8208,Group,Burlingham west,CT,41.256149,-73.457321,WGS84,Google Maps,192,Auto-USGS-WebService,Suburban,"Agricultural field, cropland or pasture",50 ft,200 ft,1 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Red maples around staff parking,2012-03-30
8227,Personal,Balch Hill North,NH,43.714966,-72.258751,User,User,274,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.5 mi,1 mi,314 m2,,,,,,,,-1,,,,,,"Balch hill preserve, near the Maple Trail.",2012-04-01
8228,Personal,Bio 16 plot,NH,43.699371,-72.275505,WGS84,Google Maps,161,Auto-USGS-WebService,Suburban,Forest or woodland,30 ft,1 mi,315 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northwest,,,,0,,,,,,The site is right off of the Appalachian trail centered around a red maple,2012-04-01
8229,Personal,Riverside,NH,43.698803,-72.292709,WGS84,Google Maps,133,Auto-USGS-WebService,Rural,Forest or woodland,,,314 m2,,,,,,,,-1,,,,,,,2012-04-01
8231,Personal,Pine Park,VT,43.714985,-72.286171,WGS84,Google Maps,141,Auto-USGS-WebService,Rural,Forest or woodland,200 yd,100 yd,300 m2,,,,,,,,-1,,,,,,,2012-04-01
8235,Personal,Golf Course,NH,43.716576,-72.282188,,,146,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2012-04-01
8236,Personal,Storr's Pond Recreation Area (P),NH,43.72385,-72.260368,WGS84,Google Maps,166,Auto-USGS-WebService,Rural,Forest or woodland,500 yd,700 yd,15 m2,,,,,,,,-1,,,,,,,2012-04-01
8241,Group,Norway Valley,MN,44.459126,-93.183983,WGS84,Google Maps,308,Auto-USGS-WebService,Suburban,Forest or woodland,100 yd,,18 ac,,,,,,,,-1,,,,,,,2012-04-02
8244,Personal,Balch Hill,NH,43.714233,-72.261688,WGS84,Google Maps,267,Auto-USGS-WebService,Rural,Forest or woodland,100 yd,1 mi,314 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Northwest,,,,0,,1,,,,"Nest box is not in site, but nearby",2012-04-02
8252,Personal,Biology 16,NH,43.705929,-72.284073,WGS84,Google Maps,164,Auto-USGS-WebService,Suburban,Forest or woodland,,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2012-04-02
8254,Personal,Mink Brooks (C),NH,43.69833,-72.293747,WGS84,Google Maps,118,Auto-USGS-WebService,Rural,Forest or woodland,40 yd,30 yd,314 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,South,,1,,0,,,,,,"A stream runs through the site. There is a trail about 30 yards from the site through which people pass, sometimes with their dogs.",2012-04-02
8258,Personal,Site 6,NH,43.711666,-72.258347,WGS84,Google Maps,277,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,20 yd,,10 m2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,,,,,0,,,,,,,2012-04-03
8262,Personal,BB,NH,43.726032,-72.142914,WGS84,Google Maps,545,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2012-04-03
8271,Personal,Balch  HIll,NH,43.715393,-72.26017,WGS84,Google Maps,271,Auto-USGS-WebService,Suburban,Forest or woodland,400 ft,,314 m2,,,,,,,,-1,,,,,,up on the left of the hemlock trail,2012-04-03
8308,Personal,hoft farm,MA,41.448521,-70.64975,WGS84,Google Maps,36,Auto-USGS-WebService,Wildlands or semi-wildlands,Other (please describe in comments box),1 ft,1 ft,90 ac,,,,,,,,-1,,,,,,"site includes cultural grasslands, ponds, pine/oak woodland,  wetland shrub swamps, a native plant nursery and housing",2012-04-05
8309,Group,DBG-York Street,CO,39.731804,-104.961166,WGS84,Google Maps,1639,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,1,,,,1,,,2012-04-05
8346,Personal,Back Yard,NY,40.912594,-73.900909,WGS84,Google Maps,42,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,1 mi,2000 ft2,,,,,,,,-1,,,,,,,2012-04-10
8381,Group,Massie Gap Parking (VA),VA,36.633469,-81.509628,User,User,1424,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,50 ft,0.5 mi,1000 ft2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,West of parking area.  Between road to visitor center and road to stable area.  50' from both gates,2012-04-11
8402,Personal,Across from organic farm,NH,43.732857,-72.246986,WGS84,Google Maps,183,Auto-USGS-WebService,Rural,Forest or woodland,1500 ft,50 ft,314 m2,,,,,,,,-1,,,,,,,2012-04-12
8405,Personal,The BEMA,NH,43.705299,-72.284378,WGS84,Google Maps,171,Auto-USGS-WebService,Rural,Forest or woodland,200 yd,5 mi,10 m2,,,,,,,,-1,,,,,,,2012-04-12
8416,Personal,West Side,CT,41.712025,-72.525688,WGS84,Google Maps,113,Auto-USGS-WebService,,,,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Sugar Maples,2012-04-13
8417,Personal,UC Davis Tahoe City Field Station,CA,39.184319,-120.122032,WGS84,Google Maps,1909,Auto-USGS-WebService,Suburban,Other (please describe in comments box),20 ft,325 yd,3 ac,,,,,,,,-1,,,,,,Native Plants Demonstration garden separated into zones: 1. Tahoe backyard 2. Butterfly garden 3. Dry Soil Plants 4. Dryland to Wetland 5. Meadow Wetland,2012-04-13
8418,Personal,my yard,TX,32.363758,-94.873947,WGS84,Google Maps,108,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,100 yd,1 ac,,,,,,,,-1,,,,,,,2012-04-13
8422,Personal,neighbor's yard ,NY,42.72224,-78.843872,WGS84,Google Maps,237,Auto-USGS-WebService,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",75 ft,1 mi,150 sqyd,,,,,,,,-1,,,,,,,2012-04-14
8439,Personal,home yard,MA,42.338051,-72.469528,WGS84,Google Maps,85,Auto-USGS-WebService,Suburban,Other (please describe in comments box),0 ft,1 mi,1 ac,,,,,,,,-1,,,,,,"Site is a mix of lawn, immature forest and edge habitat",2012-04-16
8440,Personal,front yard,MI,42.283279,-83.771729,WGS84,Google Maps,273,Auto-USGS-WebService,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",15 ft,15 mi,9375 ft2,,,,,,,,-1,,,,,,"This is an average size city lot, on a corner with a house, garage and many gardens",2012-04-16
8460,Group, Victory Woods,NY,43.09248,-73.591904,WGS84,Google Maps,73,Auto-USGS-WebService,Suburban,Forest or woodland,50 ft,0 ft,22 ac,,,,,,,,-1,,,,,,This area was a Native American site for thousands of years.  It was used by the British in 1777 for a few week before they surrendered.  The site was used by the villagefor water pumped from the springs.  No further development on the property.,2012-04-19
8490,Personal,62 Tuttle,ME,43.887394,-70.141953,WGS84,Google Maps,38,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 yd,50 ft,2 ac,,,,,,,,-1,,,,,,,2012-04-19
8492,Group,Hot Springs1 (NC),NC,35.890881,-82.821213,User,User,402,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,800 ft,10 ft,500 ft2,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Both sides of A.T.  Trail North of N.O.C and cliffs,2012-04-19
8493,Group,Hot Springs2 (NC),NC,35.889709,-82.832863,User,User,429,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,200 ft,1000 ft,1000 ft2,,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,East,,,,-1,,,,,,A.T. South trailhead.  Near plaque in stone.  Both sides of Trail.,2012-04-19
8495,Personal,Bard College - RKC,NY,42.020241,-73.908508,WGS84,Google Maps,47,Auto-USGS-WebService,Other (please describe in comments box),Forest or woodland,50 ft,2000 ft,1 ac,,,,,,,,-1,,,,,,"The site is the semi-maintained &quot;forest&quot; immediately west of the RKC building, plus a few trees to the north, across the walkway that are more in a parklike, campus setting. ",2012-04-19
8513,Personal,woodlot adjacent to field,ME,43.740105,-70.698067,WGS84,Google Maps,104,Auto-USGS-WebService,Rural,Forest or woodland,500 yd,600 yd,1 ac,,,,,,,,-1,,,,,,part of a 200 acre woodlot-area of observation presently about 1 acre,2012-04-23
8523,Personal,Maclean Integrated Science - 9,AK,61.137985,-149.786041,WGS84,Google Maps,116,Auto-USGS-WebService,Suburban,Other (please describe in comments box),,,,,,,,,,,-1,,,,,,"This site is undisturbed taiga between a municipal water storage tank and the Service High School parking lot.  Although it is surrounded by development, this vegetation has never cleared or modified from its natural state.  This location is chosen to be easily accessed in all types of weather from my science classroom, which is on the west side of Service High School.  The phenology data gathered here is acquired by students in my Integrated Science - 9 classes.",2012-04-23
8524,Personal,Portland Trail,ME,43.718426,-70.243477,WGS84,Google Maps,3,Auto-USGS-WebService,Suburban,"Agricultural field, cropland or pasture",100 yd,10 yd,10 ac,,,,,,,,-1,,,,,,"This is a grassy point. Portland Trails goes around the point and up into the nearby houses. I walk the trail around the three houses on the end of the road, plus around the point. ",2012-04-23
8537,Personal,Alfred University Campus,NY,42.255615,-77.787331,WGS84,Google Maps,538,Auto-USGS-WebService,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,,,,,,,,,,-1,,,,,,,2012-04-25
8551,Personal,Finzel Swamp,MD,39.668465,-78.94593,WGS84,Google Maps,875,Auto-USGS-WebService,Suburban,Forested wetland (such as swamp or mangrove),500 yd,300 yd,50 sqyd,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,,,,,0,,,,,,,2012-04-27
8554,Personal,Lake wampanoag,MA,42.611107,-71.965851,WGS84,,1138,Auto-USGS-WebService,Rural,Forest or woodland,100 ft,0.5 mi,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,,,,,,,,2012-04-27
8555,Personal,Backyard,ME,44.269394,-70.102585,WGS84,Google Maps,111,Auto-USGS-WebService,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",75 ft,900 yd,1 ac,,,,,,,,-1,,,,,,,2012-04-27
8574,Personal,Woods Creek,TN,35.199356,-85.92366,WGS84,Google Maps,580,Auto-USGS-WebService,Suburban,Forest or woodland,250 ft,1 mi,,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",At the bottom of the slope or in a valley between slopes,West,,,,-1,,,,,,,2012-04-29
8575,Personal,Snowden Creek,TN,35.199356,-85.92366,WGS84,Google Maps,581,Auto-USGS-WebService,Suburban,Forested wetland (such as swamp or mangrove),300 ft,1 mi,,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",,Northeast,,,,-1,,,,,,An ephemeral creek runs through site,2012-04-29
